bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_mean_ps,bidirectional_stddev_ps, bidirectional_max_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_ack_packets,src2dst_ack_packets,dst2src_ack_packets,label
36,10,1723,36,5,828,172.3,220.4742615,623,165.6,218.2677255,556,4,10.88577053,33,0,9,16.02081979,33,9,4,5,1
26,10,1723,26,5,828,172.3,220.4742615,623,165.6,218.2677255,556,2.888888889,7.928499928,24,0,6.5,11.67618659,24,9,4,5,1
45,10,1723,44,5,828,172.3,220.4742615,623,165.6,218.2677255,556,5,13.88344338,42,0,11,20.67204231,42,9,4,5,1
35,10,1743,35,5,828,174.3,225.0600167,643,165.6,218.2677255,556,3.888888889,10.56461599,32,0,8.75,15.52149048,32,9,4,5,1
29,7,1523,28,5,750,179,167.75369,410,156.666667,205.703361,410,3.83333333,8.47003539,24,1,9,16.6223664,33,11,5,6,1
37,10,1743,36,5,828,174.3,225.0600167,643,165.6,218.2677255,556,4.111111111,11.21878385,34,0,9,16.673332,34,9,4,5,1
39,10,1743,38,5,828,174.3,225.0600167,643,165.6,218.2677255,556,4.333333333,11.51086443,35,1,9.5,17,35,9,4,5,1
38,10,1743,37,5,828,174.3,225.0600167,643,165.6,218.2677255,556,4.222222222,11.55181563,35,0,9.25,17.17313794,35,9,4,5,1
35,10,1743,34,5,828,174.3,225.0600167,643,165.6,218.2677255,556,3.888888889,10.19122716,31,0,8.5,15.02220579,31,9,4,5,1
28,7,1622,28,5,749,131.7142857,198.39052,609,116.333333,208.330886,407,4.66666667,7.66814561,25,1,8.7,18.492424,29,9,4,5,1
28,9,1980,27,4,915,164.4444444,153.532653,709,122.75,232.169732,470,2.6,8.672918,23,2,6.9,17.53728514,34,8,4,4,1
38,10,1743,38,5,828,174.3,225.0600167,643,165.6,218.2677255,556,4.222222222,11.55181563,35,1,9.5,17,35,9,4,5,1
35,10,1743,35,5,828,174.3,225.0600167,643,165.6,218.2677255,556,3.888888889,10.55277741,32,0,8.75,15.52149048,32,9,4,5,1
31,10,1718,30,5,828,171.8,219.3413372,618,165.6,218.2677255,556,3.444444444,9.221050796,28,0,7.5,13.69914839,28,9,4,5,1
35,10,1718,34,5,828,171.8,219.3413372,618,165.6,218.2677255,556,3.888888889,10.55277741,32,0,8.5,15.67375726,32,9,4,5,1
30.2,10,1718,33,5,828,171.8,219.3413372,618,165.6,218.2677255,556,2.221,11.88089535,25,0,12.75,16.51129727,31,9,4,5,1
28.7,10,1732,28,6,866,166,254.445,626,166,217.6,466,2.1117,14.3,30,0,11.5,16.1,34,9,4,5,1
34,10,1718,33,5,828,171.8,219.3413372,618,165.6,218.2677255,556,3.777777778,10.21980648,31,0,8.25,15.17399091,31,9,4,5,1
42,10,1718,41,5,828,171.8,219.3413372,618,165.6,218.2677255,556,4.666666667,12.51998403,38,0,10.25,18.51800925,38,9,4,5,1
40,10,1718,40,5,828,171.8,219.3413372,618,165.6,218.2677255,556,4.444444444,12.21792854,37,0,10,18.018509,37,9,4,5,1
39,10,1718,39,5,828,171.8,219.3413372,618,165.6,218.2677255,556,4.333333333,11.16915395,34,0,9.75,16.25576821,34,9,4,5,1
39,10,1718,38,5,828,171.8,219.3413372,618,165.6,218.2677255,556,4.333333333,12.25765067,37,0,9.5,18.33939294,37,9,4,5,1
40,10,1718,40,5,828,171.8,219.3413372,618,165.6,218.2677255,556,4.444444444,12.21792854,37,0,10,18.018509,37,9,4,5,1
44,12,1870,43,6,912,155.8333333,205.2133406,620,152,204.3144635,569,4,11.6447413,39,0,8.6,17.03819239,39,11,5,6,1
36,10,1720,35,5,828,172,219.7938428,620,165.6,218.2677255,556,4,10.51189802,32,0,8.75,15.52149048,32,9,4,5,1
40,10,1720,39,5,828,172,219.7938428,620,165.6,218.2677255,556,4.444444444,11.843892,36,0,9.75,17.51903726,36,9,4,5,1
38,10,1720,38,5,828,172,219.7938428,620,165.6,218.2677255,556,4.222222222,11.55181563,35,0,9.5,17.01959655,35,9,4,5,1
26,9,1763,29,4,663,195.8888889,269.6787183,828,165.75,194.203287,457,33.25,12.90306627,29,0,8.66666667,17.3637139,30,8,4,4,1
28,7,1624,31,4,663,232,297.2490538,821,165.75,194.203287,457,44.66666667,12.32262272,28,0,8.9,15.0719793,32,6,2,4,1
29,9,1734,28,4,663,192.6666667,261.2226062,799,165.75,194.203287,457,28,8.07565026,29,1,7.66666667,17.5004026,31,8,4,4,1
37,10,1720,37,5,828,172,219.7938428,620,165.6,218.2677255,556,4.111111111,11.21878385,34,0,9.25,16.52018967,34,9,4,5,1
40,12,1870,39,6,912,155.8333333,205.2133406,620,152,204.3144635,569,3.636363636,10.44291844,35,0,7.8,15.25450753,35,11,5,6,1
37,9,1726,29,4,663,191.7777778,258.904798,791,165.75,194.203287,457,5.625,11.27948157,37,0,7.33333333,17.5491752,38,8,4,4,1
35,10,1703,33,5,828,170.3,215.9763619,603,165.6,218.2677255,556,3.888888889,8.695464974,27,0,8.25,12.6062154,27,9,4,5,1
27,10,1703,25,5,828,170.3,215.9763619,603,165.6,218.2677255,556,3,6.800735254,21,1,6.25,9.844626284,21,9,4,5,1
31,10,1703,28,5,828,170.3,215.9763619,603,165.6,218.2677255,556,3.444444444,7.384292639,23,1,7,10.70825227,23,9,4,5,1
38,10,1703,36,5,828,170.3,215.9763619,603,165.6,218.2677255,556,4.222222222,9.679589064,30,2,9,14,30,9,4,5,1
30,10,1703,38,5,828,170.3,215.9763619,603,165.6,218.2677255,556,6.666666667,11.39971264,33,0,14.5,15.69695183,33,9,4,5,1
36,10,1703,33,5,828,170.3,215.9763619,603,165.6,218.2677255,556,4,9.797958971,30,0,8.25,14.52297031,30,9,4,5,1
33,10,1703,30,5,828,170.3,215.9763619,603,165.6,218.2677255,556,3.666666667,5.937171044,18,1,7.5,7.85281266,18,9,4,5,1
38,10,1703,35,5,828,170.3,215.9763619,603,165.6,218.2677255,556,4.222222222,8.983008652,28,1,8.75,12.89379696,28,9,4,5,1
30,11,1769,28,5,828,160.8181818,207.2924592,603,165.6,218.2677255,556,3,6.733003292,22,1,7,10.03327796,22,10,5,5,1
43,10,1703,41,5,828,170.3,215.9763619,603,165.6,218.2677255,556,4.777777778,11.37736544,35,0,10.25,16.58061117,35,9,4,5,1
31,10,1812,36,5,840,168.6666667,224.1311822,674,170,215.6568542,574,5.8,7.26706931,34,1,7.6,10,31,5,3,2,1
32,10,1704,29,5,828,170.4,216.1990852,604,165.6,218.2677255,556,3.555555556,7.731609003,24,1,7.25,11.17661249,24,9,4,5,1
35,10,1704,32,5,828,170.4,216.1990852,604,165.6,218.2677255,556,3.888888889,7.356025497,23,1,8,10.23067284,23,9,4,5,1
30,10,1704,28,5,828,170.4,216.1990852,604,165.6,218.2677255,556,3.333333333,6.670832032,21,1,7,9.416297928,21,9,4,5,1
33,10,1704,34,5,828,170.4,216.1990852,604,165.6,218.2677255,556,4.333333333,7.549834435,24,2,8.5,10.5039675,24,9,4,5,1
33,10,1704,31,5,828,170.4,216.1990852,604,165.6,218.2677255,556,367,8.200609733,24,2,12.75,11.8708326,24,9,4,5,1
30,10,1704,28,5,828,170.4,216.1990852,604,165.6,218.2677255,556,3.333333333,7.05336799,22,1,7,10.03327796,22,9,4,5,1
38,10,1704,35,5,828,170.4,216.1990852,604,165.6,218.2677255,556,4.222222222,9.705382241,30,1,8.75,14.17450763,30,9,4,5,1
38,10,1704,36,5,828,170.4,216.1990852,604,165.6,218.2677255,556,4.222222222,7.155029311,23,2,9,9.899494937,23,9,4,5,1
32,10,1704,31,5,828,170.4,216.1990852,604,165.6,218.2677255,556,3.555555556,8.442616761,26,1,7.75,12.17579566,26,9,4,5,1
35,10,1703,33,5,828,170.3,215.9763619,603,165.6,218.2677255,556,3.888888889,7.975657409,25,1,8.25,11.29527925,25,9,4,5,1
39,10,1703,37,5,828,170.3,215.9763619,603,165.6,218.2677255,556,4.333333333,7.582875444,24,0,9.25,10.68877916,24,9,4,5,1
45,8,1412,32,5,740,168.6666667,214.1311822,674,170,215.6568542,574,4,6.271762113,45,1,9.7,10,27,10,5,5,1
33,11,1769,31,5,828,160.8181818,207.2924592,603,165.6,218.2677255,556,3.3,8.014570065,26,1,7.75,12.17579566,26,10,5,5,1
38,10,1703,36,5,828,170.3,215.9763619,603,165.6,218.2677255,556,4.222222222,7.344688179,23,1,9,9.933109617,23,9,4,5,1
65,10,1703,63,5,828,170.3,215.9763619,603,165.6,218.2677255,556,7.222222222,11.47581999,36,0,15.75,17.63282923,36,9,4,5,1
35,10,1703,32,5,828,170.3,215.9763619,603,165.6,218.2677255,556,3.888888889,9.10280787,28,1,8,13.34166406,28,9,4,5,1
37,11,1769,34,5,828,160.8181818,207.2924592,603,165.6,218.2677255,556,3.7,8.590045919,28,1,8.5,13.02561579,28,10,5,5,1
36,10,1703,33,5,828,170.3,215.9763619,603,165.6,218.2677255,556,4.33333333,5.52776065,34,0,7.25,9.85939272,36,9,4,5,1
48,10,1703,46,5,828,170.3,215.9763619,603,165.6,218.2677255,556,4.444444444,7.18719729,34,0,14,6.75310916,35,9,4,5,1
38,10,2057,35,5,907,205.7,295.9114169,878,181.4,253.5937696,635,3.55555556,7.68966032,27,1,8.75,16.34000884,28,9,4,5,1
29,13,1929,36,6,912,148.3846154,196.6674598,613,152,204.3144635,569,4.41666667,8.74923414,32,1,10.2,8.45217308,32,10,5,5,1
35,12,1863,49,6,912,155.25,203.778902,613,152,204.3144635,569,3.90909091,8.9186948,22,1,9.8,9.00256402,32,11,5,6,1
27,11,1412,39,5,840,68.66666667,214.1311822,745,170,215.6568542,574,3.44,7.358192713,36,1,9.9,11.332,29,10,5,5,1
36,10,1887,38,6,790,187,210,887,170,210,586,4.8,7.87009,31,0,89,10.223,0,10,5,5,1
43,10,1713,37,5,828,171.3,218.2139877,613,165.6,218.2677255,556,4.777777778,6.610177338,27,0,9.25,9.776672917,20,9,4,5,1
33,11,1797,27,6,912,163.3636364,211.682438,613,152,204.3144635,569,4.22,5.27337795,29,0,13.4,8.63050284,22,10,4,6,1
46,13,1929,37,6,912,148.3846154,196.6674598,613,152,204.3144635,569,5.16666667,8.92842374,23,3,7.4,7.95101667,23,12,6,6,1
32,11,1779,30,5,828,161.7272727,209.4364299,613,165.6,218.2677255,556,3.2,8.038794824,26,1,7.5,12.34233905,26,10,5,5,1
27,10,1713,37,5,828,171.3,218.2139877,613,165.6,218.2677255,556,24.55555556,25.92061724,42,0,55,96.95015902,39,9,4,5,1
45,10,1715,43,5,828,171.5,218.664253,615,165.6,218.2677255,556,5,8.124038405,22,0,10.75,11.23610253,24,9,4,5,1
46,12,1865,48,6,912,155.4166667,204.1877293,615,152,204.3144635,569,9.818181818,19.3794643,67,0,20.8,26.50848921,67,11,5,6,1
29,10,1715,27,5,828,171.5,218.664253,615,165.6,218.2677255,556,3.222222222,7.084803769,22,1,6.75,10.17758976,22,9,4,5,1
33,10,1715,30,5,828,171.5,218.664253,615,165.6,218.2677255,556,8.111111111,13.34582748,37,1,7.5,9.07004632,21,9,4,5,1
32,10,1715,28,5,828,171.5,218.664253,615,165.6,218.2677255,556,3.555555556,7.073031725,22,1,7,10.03327796,22,9,4,5,1
36,10,1715,34,5,828,171.5,218.664253,615,165.6,218.2677255,556,4,9.04157066,28,0,8.5,13.07669683,28,9,4,5,1
34,10,1715,30,5,828,171.5,218.664253,615,165.6,218.2677255,556,3.777777778,8.437680039,26,0,7.5,12.39623599,26,9,4,5,1
38,12,1865,39,6,912,155.4166667,204.1877293,615,152,204.3144635,569,9.81818182,9.9138601,29,1,11.6,12.38271171,28,11,5,6,1
28,10,1715,27,5,828,171.5,218.664253,615,165.6,218.2677255,556,3.111111111,7.114148657,22,0,6.75,10.30776406,22,9,4,5,1
29,10,1715,27,5,828,171.5,218.664253,615,165.6,218.2677255,556,3.222222222,7.462871059,23,1,6.75,10.84358489,23,9,4,5,1
32,12,1874,39,6,912,156.1666667,206.0374341,624,152,204.3144635,569,9.45454545,12.32758537,27,0,4.9,18.97190568,29,11,5,6,1
39,10,1724,36,5,828,172.4,220.7015078,624,165.6,218.2677255,556,7.666666667,13.72953022,36,1,16.5,17.71063711,36,9,4,5,1
28,11,1790,26,5,828,162.7272727,211.8193055,624,165.6,218.2677255,556,2.8,6.795423296,22,1,6.5,10.34408043,22,10,5,5,1
34,10,1724,32,5,828,172.4,220.7015078,624,165.6,218.2677255,556,3.777777778,9.121098862,28,0,8,13.3666251,28,9,4,5,1
48,12,1874,38,6,912,156.1666667,206.0374341,624,152,204.3144635,569,6.45454545,8.78667621,29,0,27.6,14.6115747,29,11,5,6,1
53,11,1790,50,5,828,162.7272727,211.8193055,624,165.6,218.2677255,556,5.3,13.98451525,45,1,12.5,21.67179427,45,10,5,5,1
39,10,1724,28,5,828,172.4,220.7015078,624,165.6,218.2677255,556,8.777777778,16.40714614,28,1,10.5,21.87083294,49,9,4,5,1
27,8,1412,22,5,840,168.6666667,214.1311822,674,170,215.6568542,574,4.46,9.49512808,29,2,7.8,19.1,30,10,5,5,1
36,10,1412,24,6,840,168.6666667,214.1311822,674,170,215.6568542,574,372,8.95183753,28,1,84,11.2,31,11,5,6,1
31,10,1724,28,5,828,172.4,220.7015078,624,165.6,218.2677255,556,3.444444444,7.401201104,23,1,7,10.67707825,23,9,4,5,1
38,10,1739,36,5,830,173.9,224.0557718,637,166,219.1620405,558,4.222222222,9.351173426,29,2,9,13.34166406,29,9,4,5,1
132,10,1739,68,5,830,173.9,224.0557718,637,166,219.1620405,558,14.66666667,23.9112944,64,4,17,20.76856599,48,9,4,5,1
44,11,1805,41,5,830,164.0909091,215.0332321,637,166,219.1620405,558,4.4,10.80329168,35,2,10.25,16.5,35,10,5,5,1
34,10,1739,32,5,830,173.9,224.0557718,637,166,219.1620405,558,3.777777778,8.757536437,27,0,8,12.72792206,27,9,4,5,1
43,10,1739,40,5,830,173.9,224.0557718,637,166,219.1620405,558,4.777777778,11.0201835,34,0,10,16.08311744,34,9,4,5,1
45,10,1739,43,5,830,173.9,224.0557718,637,166,219.1620405,558,5,12.05197079,37,1,10.75,17.51903726,37,9,4,5,1
59,10,1739,58,5,830,173.9,224.0557718,637,166,219.1620405,558,6.555555556,11.7910041,33,0,14.5,15.71623365,33,9,4,5,1
72,10,1739,69,5,830,173.9,224.0557718,637,166,219.1620405,558,8,16.17096163,51,3,17.25,22.6329406,51,9,4,5,1
48,11,1805,45,5,830,164.0909091,215.0332321,637,166,219.1620405,558,4.8,10.64372533,35,2,11.25,15.88238017,35,10,5,5,1
25,11,2077,29,5,907,188.8181818,272.8951514,832,181.4,253.5937696,635,5,8.21902858,35,0,5.75,8.27888178,48,10,5,5,1
52,10,1739,41,5,830,173.9,224.0557718,637,166,219.1620405,558,5.777777778,10.37759338,32,1,10.25,14.59166429,32,9,4,5,1
46,11,1805,43,5,830,164.0909091,215.0332321,637,166,219.1620405,558,4.6,11.42317333,37,2,10.75,17.5,37,10,5,5,1
34,10,1739,32,5,830,173.9,224.0557718,637,166,219.1620405,558,3.777777778,8.728942917,27,1,8,12.67543556,27,9,4,5,1
63,10,1739,61,5,830,173.9,224.0557718,637,166,219.1620405,558,7,17.65644358,54,0,15.25,25.88918693,54,9,4,5,1
21,12,1889,27,6,914,157.4166667,209.0965233,637,152.3333333,205.1308525,571,8.09090909,19.10068451,48,0,13.4,16.71678038,38,11,5,6,1
34,10,1995,32,5,907,199.5,280.508764,816,181.4,253.5937696,635,24.44444444,60.81552251,185,0,54.5,29.81647956,32,9,4,5,1
32,12,1889,34,6,914,157.4166667,209.0965233,637,152.3333333,205.1308525,571,8.90909091,16.51979051,36,0,33.6,14.52225916,36,11,5,6,1
45,10,1739,43,4,764,173.9,224.0557718,637,191,244.6957294,558,5,11.29158979,35,4,14.33333333,17.89785834,35,9,5,4,1
40,10,1739,37,5,830,173.9,224.0557718,637,166,219.1620405,558,4.444444444,10.00138879,31,2,9.25,14.5,31,9,4,5,1
27,11,1805,27,5,830,164.0909091,215.0332321,637,166,219.1620405,558,7.6,13.75796202,28,0,6.8,8.18005705,32,10,5,5,1
37,10,1782,33,5,829,178.2,234.1760022,681,165.8,218.7148829,557,4.111111111,9.426617162,29,1,8.25,13.84136313,29,9,4,5,1
34,13,1998,37,6,913,153.6923077,210.6388634,681,152.1666667,204.7226579,570,7.833333333,20.71377817,73,2,8.8,13.92733419,33,12,6,6,1
39,10,1782,26,5,829,178.2,234.1760022,681,165.8,218.7148829,557,6.555555556,15.58132786,48,0,14,22.8035085,38,9,4,5,1
31,12,1932,29,6,913,161,218.2771383,681,152.1666667,204.7226579,570,5.545454545,11.32575504,39,1,11.8,15.44991909,39,11,5,6,1
32,10,1782,30,5,829,178.2,234.1760022,681,165.8,218.7148829,557,3.555555556,7.367345368,23,1,7.5,10.40833,23,9,4,5,1
28,12,1932,177,6,913,161,218.2771383,681,152.1666667,204.7226579,570,16.36363636,39.79264436,34,0,8.4,6.96314598,34,11,5,6,1
41,10,1782,40,5,829,178.2,234.1760022,681,165.8,218.7148829,557,4.555555556,6.948221195,22,0,10,9.626352719,22,9,4,5,1
44,10,1782,42,5,829,178.2,234.1760022,681,165.8,218.7148829,557,4.888888889,10.95952148,34,1,10.5,15.71623365,34,9,4,5,1
32,10,1782,31,5,829,178.2,234.1760022,681,165.8,218.7148829,557,3.555555556,8.079466429,25,0,7.75,11.58663023,25,9,4,5,1
38,11,1848,35,5,829,168,224.7198256,681,165.8,218.7148829,557,3.8,8.929352347,29,1,8.75,13.57387196,29,10,5,5,1
24,10,1787,23,5,829,178.7,235.3711254,686,165.8,218.7148829,557,2.666666667,6.519202405,20,0,5.75,9.53502316,20,9,4,5,1
36,5,1138,35,2,829,178.2,352.4270137,681,165.8,215.6568542,557,14,15.33578425,22,5,9.5,12.2,25,10,5,5,1
33,12,1784,39,6,991,184.4166667,276.2954474,884,165.1666667,216.5623949,648,6.3,15.6837748,28,3,13.8,15.2486934,28,11,5,6,1
22,10,1787,21,5,829,178.7,235.3711254,686,165.8,218.7148829,557,2.444444444,5.479760741,17,0,5.25,7.889866919,17,9,4,5,1
48,10,1787,45,5,829,178.7,235.3711254,686,165.8,218.7148829,557,5.333333333,12.30853363,38,1,11.25,17.85823806,38,9,4,5,1
21,10,1787,20,5,829,178.7,235.3711254,686,165.8,218.7148829,557,2.333333333,5.522680509,17,1,5,8,17,9,4,5,1
47,10,1787,38,5,829,178.7,235.3711254,686,165.8,218.7148829,557,5.222222222,10.42566278,32,1,9.5,15.02220579,32,9,4,5,1
24,10,1787,22,5,829,178.7,235.3711254,686,165.8,218.7148829,557,2.666666667,6.164414003,19,1,5.5,9,19,9,4,5,1
19,10,1787,18,5,829,178.7,235.3711254,686,165.8,218.7148829,557,2.111111111,4.859126579,15,1,4.5,7,15,9,4,5,1
32,11,1853,31,5,829,168.4545455,225.863394,686,165.8,218.7148829,557,3.2,8.038794824,26,1,7.75,12.17579566,26,10,5,5,1
96,11,2100,94,5,907,190.9090909,278.349584,855,181.4,253.5937696,635,9.6,22.86773564,73,0,23.5,35.85619426,76,10,5,5,1
24,11,1851,23,5,829,168.2727273,225.4054529,684,165.8,218.7148829,557,2.4,5.521674464,18,1,5.75,8.180260795,18,10,5,5,1
25,10,1785,23,5,829,178.5,234.8925286,684,165.8,218.7148829,557,2.777777778,6.139580152,19,0,5.75,8.920949127,19,9,4,5,1
22,10,1785,20,5,829,178.5,234.8925286,684,165.8,218.7148829,557,2.444444444,5.525194818,17,0,5,8.041558721,17,9,4,5,1
21,10,1785,21,5,829,178.5,234.8925286,684,165.8,218.7148829,557,2.333333333,5.545268253,17,0,5.25,7.889866919,17,9,4,5,1
21,10,1785,19,5,829,178.5,234.8925286,684,165.8,218.7148829,557,2.333333333,5.172040216,16,1,4.75,7.5,16,9,4,5,1
23,10,1785,21,5,829,178.5,234.8925286,684,165.8,218.7148829,557,2.555555556,6.207074817,19,1,5.25,9.178779875,19,9,4,5,1
42,10,1832,30,5,866,166,264.322932,766,165.8,218.7148829,557,4.2,8.26388302,42,0,8.5,8.9,18,10,5,5,1
50,10,1842,27,5,866,166,237.9490421,666,165.8,218.7148829,557,5,7.3848362,50,2,12.8,5.8,22,10,5,5,1
36,10,1764,32,4,866,176,255.830294,765,165.8,218.7148829,557,9.6,5.69949032,196,1,7.6,12,24,10,5,5,1
18,10,1877,17,4,783,187.7,255.8732542,756,195.75,254.1946433,577,2,4.527692569,14,1,5.666666667,7.234178138,14,9,5,4,1
21,10,1877,20,5,849,187.7,255.8732542,756,169.8,227.6580769,577,2.333333333,5.14781507,16,0,5,7.393691004,16,9,4,5,1
24,10,1877,22,5,849,187.7,255.8732542,756,169.8,227.6580769,577,2.666666667,5.172040216,16,0,5.5,7.325753659,16,9,4,5,1
20,10,1877,19,5,849,187.7,255.8732542,756,169.8,227.6580769,577,2.222222222,5.562773089,17,0,4.75,8.180260795,17,9,4,5,1
17,10,1877,16,5,849,187.7,255.8732542,756,169.8,227.6580769,577,1.888888889,4.196559437,13,1,4,6,13,9,4,5,1
19,10,1877,18,5,849,187.7,255.8732542,756,169.8,227.6580769,577,2.111111111,5.230784942,16,0,4.5,7.681145748,16,9,4,5,1
23,10,1877,22,5,849,187.7,255.8732542,756,169.8,227.6580769,577,2.555555556,5.433946796,17,1,5.5,7.681145748,17,9,4,5,1
21,10,1877,19,5,849,187.7,255.8732542,756,169.8,227.6580769,577,2.333333333,5.172040216,16,0,4.75,7.544313532,16,9,4,5,1
18,10,1877,17,5,849,187.7,255.8732542,756,169.8,227.6580769,577,2,4.527692569,14,0,4.25,6.551081336,14,9,4,5,1
20,10,1877,19,5,849,187.7,255.8732542,756,169.8,227.6580769,577,2.222222222,4.816061092,15,1,4.75,6.849574196,15,9,4,5,1
26,10,1878,25,5,849,187.8,256.1201107,757,169.8,227.6580769,577,2.888888889,7.557189366,23,0,6.25,11.17661249,23,9,4,5,1
21,10,1878,20,5,849,187.8,256.1201107,757,169.8,227.6580769,577,2.333333333,5.522680509,17,1,5,8,17,9,4,5,1
19,11,1944,18,5,849,176.7272727,245.7364812,757,169.8,227.6580769,577,1.9,3.956710194,13,1,4.5,5.744562647,13,10,5,5,1
20,10,1878,18,5,849,187.8,256.1201107,757,169.8,227.6580769,577,2.222222222,4.841946349,15,1,4.5,7,15,9,4,5,1
19,10,1878,17,5,849,187.8,256.1201107,757,169.8,227.6580769,577,2.111111111,4.88478363,15,0,4.25,7.182153809,15,9,4,5,1
21,10,1878,20,5,849,187.8,256.1201107,757,169.8,227.6580769,577,2.333333333,5.894913061,18,0,5,8.679477711,18,9,4,5,1
19,10,1878,18,5,849,187.8,256.1201107,757,169.8,227.6580769,577,2.111111111,5.230784942,16,0,4.5,7.681145748,16,9,4,5,1
22,10,1878,20,5,849,187.8,256.1201107,757,169.8,227.6580769,577,2.444444444,5.876034188,18,0,5,8.679477711,18,9,4,5,1
22,10,1878,21,5,849,187.8,256.1201107,757,169.8,227.6580769,577,2.444444444,5.85472269,18,0,5.25,8.539125638,18,9,4,5,1
21,10,1878,19,5,849,187.8,256.1201107,757,169.8,227.6580769,577,2.333333333,5.545268253,17,0,4.75,8.180260795,17,9,4,5,1
40,10,1876,38,5,849,187.6,255.6265505,755,169.8,227.6580769,577,4.444444444,10.35749863,32,0,9.5,15.08862706,32,9,4,5,1
53,8,1964,32,4,832,166,255.6253,766,166,227.6580769,578,7.66666667,9.73774257,32,1,6.4,9.736,19,9,4,5,1
45,10,1876,40,5,849,187.6,255.6265505,755,169.8,227.6580769,577,5,7.176350047,23,1,10,9.309493363,23,9,4,5,1
21,11,1942,20,5,849,176.5454545,245.2644954,755,169.8,227.6580769,577,2.1,5.258854966,17,1,5,8,17,10,5,5,1
63,10,1876,61,5,849,187.6,255.6265505,755,169.8,227.6580769,577,7,14.16862732,44,0,15.25,19.92276755,44,9,4,5,1
41,10,1876,38,5,849,187.6,255.6265505,755,169.8,227.6580769,577,4.555555556,10.35749863,32,0,9.5,15.08862706,32,9,4,5,1
70,10,1876,68,5,849,187.6,255.6265505,755,169.8,227.6580769,577,7.777777778,13.1982743,32,2,17,16.75310916,32,9,4,5,1
38,10,1876,36,5,849,187.6,255.6265505,755,169.8,227.6580769,577,4.222222222,9.718253158,30,1,9,14.02378931,30,9,4,5,1
25,10,1762,36,5,849,186,255.3800001,754,169.8,227.6580769,577,2.5,7.6335333,25,2,12,12,41,9,4,5,1
52,10,1872,31,4,849,186,255.3800001,754,169.8,227.6580769,577,5,8.466322,37,4,10,9.88236351,32,9,4,5,1
34,7,197,34,3,590,228.1428571,289.7633682,801,196.6666667,219.4295635,572,2.6,5.73460358,28,2,7.7,7.36753237,31,9,4,5,1
30,10,1875,29,5,849,187.5,255.3800001,754,169.8,227.6580769,577,3.333333333,7.071067812,22,0,7.25,9.97914492,22,9,4,5,1
33,10,1875,31,4,783,187.5,255.3800001,754,195.75,254.1946433,577,3.666666667,8.789197916,27,1,10.33333333,14.46835628,27,9,5,4,1
35,10,1875,33,5,849,187.5,255.3800001,754,169.8,227.6580769,577,3.888888889,8.313309276,26,1,8.25,11.8708326,26,9,4,5,1
31,10,1875,28,5,849,187.5,255.3800001,754,169.8,227.6580769,577,3.444444444,7.037597444,22,0,7,10.1324561,22,9,4,5,1
40,10,1875,38,5,849,187.5,255.3800001,754,169.8,227.6580769,577,4.444444444,7.828012377,24,1,9.5,10.40833,24,9,4,5,1
33,10,1875,35,5,849,187.5,255.3800001,754,169.8,227.6580769,577,13.66666667,13.81395788,35,1,8.75,14.76885078,25,9,4,5,1
34,10,1875,31,5,849,187.5,255.3800001,754,169.8,227.6580769,577,3.777777778,8.407998837,26,0,7.75,12.23042654,26,9,4,5,1
32,7,1623,36,3,890,231.8571429,298.3691386,827,196.6666667,219.4295635,450,2.7,5.55744579,35,2,8,12.02438662,38,10,5,5,1
35,10,1875,33,5,849,187.5,255.3800001,754,169.8,227.6580769,577,21.66666667,43.90330284,135,0,48.25,63.38440923,135,9,4,5,1
81,11,1861,79,5,844,169.1818182,226.8968128,679,168.8,225.4222704,572,8.1,18.25407108,57,0,19.75,27.10934648,58,10,5,5,1
26,10,1795,25,5,844,179.5,236.4342756,679,168.8,225.4222704,572,2.888888889,6.827233049,21,0,6.25,9.878427675,21,9,4,5,1
27,10,1795,26,5,844,179.5,236.4342756,679,168.8,225.4222704,572,3,6.782329983,21,1,6.5,9.678154094,21,9,4,5,1
31,10,1795,28,5,844,179.5,236.4342756,679,168.8,225.4222704,572,3.444444444,7.418071028,23,1,7,10.67707825,23,9,4,5,1
73,10,1795,72,5,844,179.5,236.4342756,679,168.8,225.4222704,572,8.111111111,14.76011894,40,1,18,19.35630819,41,9,4,5,1
47,10,1795,46,5,844,179.5,236.4342756,679,168.8,225.4222704,572,5.222222222,6.572248051,18,0,11.5,10.24695077,22,9,4,5,1
34,10,1795,31,5,844,179.5,236.4342756,679,168.8,225.4222704,572,3.777777778,8.771798245,27,1,7.75,12.84198842,27,9,4,5,1
32,10,1795,30,5,844,179.5,236.4342756,679,168.8,225.4222704,572,3.555555556,7.037597444,22,0,7.5,9.88264472,22,9,4,5,1
28,10,1795,27,5,844,179.5,236.4342756,679,168.8,225.4222704,572,3.111111111,7.490735018,23,0,6.75,10.90489187,23,9,4,5,1
30,10,1795,28,5,844,179.5,236.4342756,679,168.8,225.4222704,572,3.333333333,7.778174593,24,0,7,11.37248141,24,9,4,5,1
